"ID","Date","BU Name","Line/ Location","Machine No","Problem Description","Risk Level","Photo","Recommendation / Action","Points Categories","Audit","Target ","Responsibility","Alternate Responsibility","Status ","Remarks ","If additional Mail CC Person ","After Photo","Attachments"
"751","22-09-2023","Process","Heatreatment Thermopac Area ","***","Flooring Oil Trace, Used Cotton Waste Kept.","Rank B","IMG20230923005049.jpg","Need to Clean & Clear.","Fire","Fire Patrol","23-09-2023","Vijayaraghavan.K - Process","Kumar M - Process","Closed",,"Subbian.K - Intelligence Officer","1695446927944.jpg","0"
"752","22-09-2023","Process","Plating ","***","Tube light Fitting Dust Accumulation ","Rank B","IMG20230923003949.jpg","Need To Clean","Fire","Fire Patrol","23-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Cleaning work done.","Subbian.K - Intelligence Officer","1695957830979.jpg","0"
"753","22-09-2023","WED","Substation 3","***","Panel Board Top area Dust Accumulation Located Near Smoke Detector.  ","Rank B","IMG_20230923_010153.jpg","Need to Clean.","Fire","Fire Patrol","23-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Cleaning work done.","Subbian.K - Intelligence Officer","1695957808581.jpg","0"
"754","22-09-2023","WED","House Keeping Office Charging Area ","***","While Charging Time Forklift Oil Leak.","Rank A","IMG20230922235350.jpg","Need To Address It ","Fire","Fire Patrol","23-09-2023","Jayachandra babu.D - WED","Balakrishna Pawar - WED","Closed",,"Subbian.K - Intelligence Officer",,"1"
"755","27-09-2023","APU","Stator line","IZ0098- Stator winding machine","Behind the machine, the guard available for Cylinder movement is not sufficient, It seems there is a chances of crush injury, incase of manual maintenance work","Rank A","20230927_102305.jpg","Suggested to check and guard the entire cylindrical movement","Safety","EHS Patrol","29-09-2023","Karthik - ABU","Prasath.M - ABU","Closed","Provided","Vallavathevan - ABU",,"0"
"756","27-09-2023","Wiper","Wiper assembly line","Gear wheel assembly machine","Photo guard misaligned and left side guard is hanging out from the machine","Rank A","20230927_111539.jpg","Suggested to take corrective actions","Safety","EHS Patrol","29-09-2023","Tikkaram.M - EPU","Stephen Paulraj D - EPU","Closed",,"Prabakaran.P - Wiper",,"0"
"757","28-09-2023","GRS","Yoke line","Near Soaping plant- ITD0026","Yoke scraps are dumped near the Soaping plant machine- It totally blocks the way- It may create emergency response delay in case of emergency","Rank A","20230928_105458.jpg","Recommended to clear the way ","Safety","EHS Patrol","30-09-2023","Dinesh kumar.S - GRS","Selvadurai - WED","Closed","5S done in ITD0026 Yoke Soaping area","Harikrishnan S - CMSBU","ita0026 5s.jpg","0"
"758","28-09-2023","GRS","Yoke line","Near IVW0117","In yoke line, Steel bins are stored near by machineries or electrical panels, While moving the bins, It may damage the electrical panels- Electric hazard","Rank A","20230928_105755.jpg","Need to guard the panels or store the steel bins only in designated area","Safety","EHS Patrol","30-09-2023","Dinesh kumar.S - GRS","Selvadurai - WED","Closed","Steel bins - encroachment near electrical main isolator removed on 29.09.2023. Hand rails for the Panel is available.","Harikrishnan S - CMSBU","ivw0117 enchrochment.jpg","0"
"759","28-09-2023","GRS","Yoke line","IVW117- Yoke Welding","Cylindrical movement behind the machine is getting loose for every 15 Stroke, So that operator manually tighten the screw during operation, This may create entanglement between the piston and operator","Rank A","20230928_110028.jpg","As Discussed , Recommended to take corrective actions","Safety","EHS Patrol","30-09-2023","Selvadurai - WED","Harikrishnan S - CMSBU","Closed","Alignment done in IVW0117 Yoke braking zone","Sasikumar.S - CSBU",,"0"
"760","22-09-2023","GRS","Yoke line","Yoke welding machine","After the welding process, Spillage of sand observed surround the machine, this may create slip hazard","Rank A","20230928_105903.jpg","Provide proper containment to avoid spill","Safety","EHS Patrol","30-09-2023","Selvadurai - WED","Harikrishnan S - CMSBU","Closed","Periodical cleaning done to mitigate the slip hazard","Sasikumar.S - CSBU",,"0"
"761","28-09-2023","GRS","Grs LD Line ","ITA0089","Machine Front Side Varnish Cans Open Condition.","Rank A","IMG20230928165034.jpg","Need To Close With Cap ","Fire","Fire Patrol","29-09-2023","Suresh.K - ABU","Shabeer Basha.S - Plant Head (Starter Group, Padi)","Closed","Repeat Point Again No 709","Subbian.K - Intelligence Officer",,"0"
"762","28-09-2023","WED"," HD Grs Sub Line ","***","Almond Fan Dust Accumulation.  ","Rank B","IMG20230928170134.jpg","Need To Parodic  Clean ","Fire","Fire Patrol","29-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Cleaning work done.","Subbian.K - Intelligence Officer","1695965792666.jpg","0"
"763","28-09-2023","WED","Phosphating ","***","Tube Light Fitting Criss Cross Wiring. ","Rank A","IMG20230928174121.jpg","Need To Proper Insulation ","Fire","Fire Patrol","29-09-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","work completed.","Subbian.K - Intelligence Officer","IMG-20230929-WA0009.jpg","0"
"764","30-09-2023","APU","Process plant Audit","Varnish plants","All machine- Flame proof lights to be installed
All machine - Varnish cleaning frequency to be improved
ITA0031- Auto dialer is not available in the machine, Behind the machine, floor is slippery
All machines- Panel Exhaust fan to be cleaned frequently to avoid dusts
All machine- Over the machines, Dust with varnish to be cleaned frequently- Fire Hazard","Rank A",,"Suggested to take corrective actions","Safety","EHS Specific","02-10-2023","Prasath.M - ABU","Jayachandra babu.D - WED","Closed","Repeated point","Vallavathevan - ABU",,"0"
"765","30-09-2023","CMSPU","Process plant Audit","Varnish plant","ITA0020- CO2 Suppression system is not yet fixed
ITA0055- Access lock door is not available for ladder, Varnish deposited over the pipelines, need to clean frequently
ITA0075- Cotton waste and hazardous are mixed together in dustbin
All machines- Over the machines, dust and varnishes are jointly accumulated , need to clean immediately- Fire hazard","Rank A","20230930_111812.jpg","Suggested to take immediate actions","Safety","EHS Specific","02-10-2023","Srinivasan.A.K - CSBU","Jayachandra babu.D - WED","Closed",,,,"0"
"766","30-09-2023","GRS","Process plant Audit","Varnish plant","ITA0089- 5s need to be followed, Varnish spilled in the floor
ITA0095- Co2 Nozzle not focusing the varnish tank
ITA0098- 5s need to be followed, Varnish and dusts jointly accumulated in electrical wires and pipelines
ITA099- 5s need to be followed, Varnish spilled in floor and accumulated in electrical wires and pipelines, C02 nozzle is not provided to zone 2.
ITA0100- Oil soaked cottons are mixed with hazardous wastes, Varnish accumulated in electrical wires with dusts 

All machines- Over the machineries, Dusts with varnishes are accumulated and not cleaned Need to clean frequently
","Rank A","20230930_111549.jpg","Recommended to take immediate actions","Safety","EHS Specific","02-10-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","Periodical Cleaning done with weekly maintenance","Srinivasan.A.K - CSBU","Reserved_ImageAttachment_[10]_[AfterPhoto][25]_[ita0089 co2 access denied][1]_[2].jpg","1"
"767","30-09-2023","ESD","Process plant ","Varnish plants","ITA0020A- Co2 Suppression system is not yet installed","Rank A",,"Recommended to take immediate action","Safety","EHS Specific","02-10-2023","Jayachandra babu.D - WED","Arunachalam.S - ESD","Closed","Repeat entry. Already this point for same machine is entered in CMSBU. Hence this is closed.","Balakrishna Pawar - WED",,"0"
"768","09-01-2025","EPU","Process plant Audit","Varnish plants and Gel plant","EITA0012- Varnish are accumulated over the pipelines and wires
EITA0014- GSM dialer is not available, Only 2 Cylinders are available in CO2 Suppression system
EIX0011- CO2 Suppression system is totally blocked, GSM dialer is not available
EIVX0007- GSM Dialer is not available, Front acrylic guard found open while operation
New machine- press machines are blocked the way and GSM Dialer is not available","Rank A","20230930_110658.jpg","Recommended top take immediate action","Safety","EHS Specific","02-10-2023","Stephen Paulraj D - EPU","Jayachandra babu.D - WED","Open",,"Senthil Murugan S - EPU",,"0"
"769","30-09-2023","GRS","Drive Line ","***","Pillar Electrical Wire Criss Cross Condition Insulating in Cello Tap.","Rank B","IMG20230930192828.jpg","Need proper Insulation.","Fire","Fire Patrol","01-10-2023","Jagadeesan.A - WED","Balakrishna Pawar - WED","Closed","Unused cable removed.","Subbian.K - Intelligence Officer","IMG-20231002-WA0004.jpg","0"
"770","30-09-2023","GRS","Yoke Line ","IA0073","Machine Bottom Oil Traces, Cotton Waste kept.","Rank B","IMG20230930192434.jpg","Need To Clean","Fire","Fire Patrol","01-10-2023","Sasikumar.S - CSBU","Srinivasan.A.K - CSBU","Closed","Machine Bottom Oil Traces, Cotton Waste kept - Cleaned","Subbian.K - Intelligence Officer","Reserved_ImageAttachment_[10]_[AfterPhoto][6]_[IA0073][1]_[3].jpg","1"
"771","30-09-2023","GRS","HD Grs ","ITA0095","Disturbance of Auto Co2 System  Box Ladder Kept. ","Rank B","IMG20230930192237.jpg","Need To Remove ","Fire","Fire Patrol","01-10-2023","Mahesh Kanna.V - WED","Ajith Kumar.M - WED","Closed","Ladder removed","Subbian.K - Intelligence Officer",,"0"
"772","03-10-2023","WED","Telephone Exchange  Inside Room ","***","Fall Celling Damage Smoke Detector Hanging.","Rank B","IMG20231003180306.jpg","Address it","Fire","Fire Patrol","05-10-2023","Ajith Kumar.M - WED","Jayachandra babu.D - WED","Closed","non availability of old type of false ceiling temporarily closed with ply board ","Subbian.K - Intelligence Officer","IMG-20231123-WA0005.jpg","0"
"773","03-10-2023","APU","Rotor Line ","IFB0017","Oil Traces In Floor.","Rank B","IMG20231003192903.jpg","Need To Clean.","Fire","Fire Patrol","04-10-2023","Karthik - ABU","Prasath.M - ABU","Closed","Cleaned","Subbian.K - Intelligence Officer",,"0"
"774","04-10-2023","APU","Rotor line","Thermopac area","Oil soaked cotton wastes are mixed together with scraps","Rank B","20231004_085418.jpg","Recommended to follow three bin system","Environment","EHS Patrol","11-10-2023","Karthik - ABU","Prasath.M - ABU","Closed","CLeared","Vallavathevan - ABU",,"0"
"775","04-10-2023","APU","Claw","IP0113 Blanking machine","Lubrication oil leakage is happening in machine, Secondary containment is not available, Land Contamination","Rank B","20231004_085636.jpg","Suggested to provide secondary containment","Environment","EHS Patrol","11-10-2023","Karthik - ABU","Elumalai.K - ABU","Closed","Corrected","Prasath.M - ABU",,"0"
"776","04-10-2023","APU","Claw","IKS0004- Short blasting","Behind the machine, Pit is not guarded, Chances of fall hazard","Rank A","20231004_085930.jpg","Recommended to provide the guard","Safety","EHS Patrol","06-10-2023","Karthik - ABU","Prasath.M - ABU","Closed","Guard restored","Elumalai.K - ABU",,"0"
"777","04-10-2023","APU","Claw","Opposite to Short balsting machine- IKS0004","Switch box is not properly earthed, Insulation is damaged with dust","Rank A","20231004_090103.jpg","Recommended to take corrective actions","Safety","EHS Patrol","06-10-2023","Jagadeesan.A - WED","Prabu - WED","Closed","Work Completed.","Ganesh.V - WED","1696501170179.jpg","0"
"778","04-10-2023","APU","Claw","Short blasting machine-IKS0004","After the short blasting process, Sheets are transferring to trolley through scissor lift , At the time materials are falling in speed and unevenly ,Available guard is not sufficient, High chances of cut injury - Video Attached","Rank A","20231004_090621.jpg","Recommended to guard the entire movement area","Safety","EHS Patrol","06-10-2023","Karthik - ABU","Raja.N - ABU","Closed","Guard  Re positioned  to maintain the safe distance in IKS 004 ,As horizontal deployment IKS 006 also re positioned","Elumalai.K - ABU","Shotblasting guard iks004.jpg","1"
"779","05-10-2023","GRS","HD Armature line","IVW0152- Resistance brazing machine","Front acrylic guard is getting tied with the rope, because unable to load the component
The guard is provided to avoid pinch pinch point access","Rank A","20231005_092913.jpg","Recommended to modify the guard and educate the employees","Safety","EHS Patrol","07-10-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","Operators educated not to bypass the front Presfecx acrylic clear guard","Srinivasan.A.K - CSBU",,"0"
"780","05-10-2023","GRS","HD Armature line","IA0062- CNC Machine","CNC Scraps are not cleaned or frequency of cleaning is less","Rank B","20231005_093240.jpg","Cleaning frequency to be improved","Safety","EHS Patrol","12-10-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","Requested WED Civil to remove the machined burrs periodically","Srinivasan.A.K - CSBU",,"0"
"781","05-10-2023","GRS","HD GRS Armature line","IL0138- Diamond turning machine","Photo guard is misaligned, It i9s not fixed properly","Rank A","20231005_093509.jpg","Recommended to take immediate action","Safety","EHS Patrol","07-10-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","Photo guard fixed properly and alligned","Srinivasan.A.K - CSBU",,"0"
"782","05-10-2023","GRS","HD Armature line","IVT0633- Armature test rig machine","Unable to close the side door, The side door got stucked with  near by machine, The area is also congested to work","Rank A","20231005_093733.jpg","Recommended to do move the machine to free access area","Safety","EHS Patrol","07-10-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed",,"Srinivasan.A.K - CSBU",,"0"
"783","05-10-2023","GRS","Sub assembly line","ITE0027- Bracket bush assembly machine","Since it is a Stand alone machine, Front guard is not available and two hand push button is not available, Tap switch given to the machine","Rank A","20231005_094551.jpg","Need to provide two hand long hold and front guard","Safety","EHS Patrol","07-10-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","Double Hand Push button with long holding introduced in place of LWS Trigger Tap Switch","Srinivasan.A.K - CSBU","ITE0027  STOP TICKET - STAND ALONE MACHINE.jpg","0"
"784","05-10-2023","GRS","Sub Assembly line","Fixing bracket assembly","Two hand push button is damaged","Rank B","20231005_094845.jpg","Recommended to take corrective action","Safety","EHS Patrol","12-10-2023","Selvadurai - WED","Sasikumar.S - CSBU","Closed","push button cap replaced ","Srinivasan.A.K - CSBU",,"0"
"785","05-10-2023","GRS","Armature machine","IVT0682","Front guard is not getting closed during the operation, Since the machine doesn't have photo guard, front guard is mandatory","Rank A","20231005_094305.jpg","The front guard is already connected to cylinder, Need to provide connection","Safety","EHS Patrol",,"Selvadurai - WED","Sasikumar.S - CSBU","Closed","Auto Door restored","Srinivasan.A.K - CSBU","IVT0628 Stop Ticket.jpg","0"
"786","06-10-2023","APU","Rotor Line","ITA070","Wooden Box Kept Disturbance of  Machine Auto Co2 System ","Rank A","IMG20231006170533.jpg","Need To Remove.","Fire","Fire Patrol","07-10-2023","Sridharan.D - ABU","Saravanan.E - NPI","Closed","Cleared","Subbian.K - Intelligence Officer",,"0"
"787","06-10-2023","CMSPU","Yoke Line ","***","MCP Pillar Hanging Not Grouting In Floor Properly.","Rank B","IMG20231006182002.jpg","Need To Fix ","Fire","Fire Patrol","07-10-2023","Jayachandra babu.D - WED","Balakrishna Pawar - WED","Closed",,"Subbian.K - Intelligence Officer","MCP.jpg","0"
"788","06-10-2023","APU","Stator Line ","***","Manual Call Point Access Blocked By Material Box.","Rank B","IMG20231006175810.jpg","Need To Clear ","Fire","Fire Patrol","07-10-2023","Vallavathevan - ABU","Saravanan.E - NPI","Closed","CLeared","Subbian.K - Intelligence Officer",,"0"
